permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA190094,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15222,1850,4462 & 4464,905,"REMOVE VAT, PIPE & FITTINGS, & CEILING PLASTER FROM ALL FLOORS",227985,t,2019-02-14,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4475255,-79.9933976
PAA190097,UPMC MAAGEE HOSPITAL,300 HALKET ST,PITTSBURGH,15213,1250,5409 & 5410,940,REMOVE CC FLOOR TILE & FLOOR MASTIC FROM 2800 WING,4200,t,2019-02-20,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4368286,-79.960688
PAA190119,171ST AIR REFUELING WING- 300 TANKER ROAD,,CORAOPOLIS,15108,1850,1398,901,"REMOVE THERMAL PIPE INSULATION FROM BASEMENT & HANGAR 301; PIPE FITTINGS FROM HANGAR 301; ACM FLOOR TILE/MASTIC FROM ROOM 225; NON-ACM FLOOR TILE; ACM MASTIC FROM CORRIDOR, 2ND FLOOR & ACM FLOOR MASTIC FROM BASEMENT, 1ST & 2ND FLOOR",23732,t,2019-02-28,2020-02-25,8,t,f,2020-02-25,RENOVATION,40.5184013,-80.1667247
PAA190128,UOP COMMUNITY ENGAGEMENT CTR - 626 HOMEWOOD AVE,,PITTSBURGH,15208,1550,4469,905,REMOVE VAT/MASTIC FROM FRONT OF BUILDING; MASTIC & WALL ADHESIVE FROM FIRST FLOOR; TILE & MASTIC FROM REAR OF BUILDING; PIPING FROM BASEMENT & ROOF TAR,6750,t,2019-02-27,2020-02-02,2,f,f,2020-02-02,RENOVATION,40.4509149,-79.9024779
PAA190129,UOP THAW HALL-ROOM 201,3941  OHARA ST,PITTSBURGH,15213,450,4468,905,REMOVE VAT & MASTIC FROM ROOM 201 ON SECOND FLOOR,525,t,2019-02-25,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4450083,-79.9579922
PAA190130,USS CLAIRTON ELECTRICIANS SHIFT OFFICE ROOF,400 STATE ST,CLAIRTON,15025,1250,033969 & 033700,904,REMOVE GALVESTOS SHEETING FROM ROOF,4000,f,2019-03-04,2020-03-04,2,f,f,2020-03-04,RENOVATION,40.2940921,-79.8728393
PAA190134,CMU MOREWOOD GARDENS D-TONER,1060 MOREWOOD AVE,PITTSBURGH,15213,1550,1415,901,REMOVE PIPE INSULATION AND FITTINGS FROM 1ST THRU 7TH FLOOR BATHROOMS AND TILE MASTIC FROM 1ST THRU 7TH FLOOR DATA CLOSETS,7900,t,2019-03-11,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4454444,-79.9432431
PAA190135,CITY COUNTY BUILDING - 4TH FLOOR,414 GRANT ST,PITTSBURGH,15219,1250,16951 & 17180,931,"REMOVE FLOOR TILE AND MASTIC FROM ROOMS 406A, 406, 407, 408, 409, 409A, 409B, 409C, & 409D",2310,t,2019-03-07,2020-03-07,2,t,f,2020-03-07,RENOVATION,40.4382355,-79.9966742
PAA190140,HERITAGE VALLEY SEWICKLEY HOSP. - LVL 2 MECH ROOM,720  BLACKBURN RD,SEWICKLEY,15143,450,407392,929,REMOVE ASBESTOS STEAM PIPE & INSULATION 10' STEAM LINE IN THE LEVEL 02 MECHANICAL ROOM BEHIND THE ENGINEERING OFFICES,1884,t,2019-03-12,2019-12-31,2,f,t,2019-03-31,RENOVATION,40.542729,-80.1780136
PAA190144,FOX CHAPEL PLAZA,1123 FREEPORT RD,PITTSBURGH,15238,850,4477,905,REMOVE FLOOR TILE & MASTIC THROUGHOUT STORE,1900,f,2019-03-13,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4882937,-79.8818081
PAA190154,MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,1250,5508,940,"REMOVE FLOOR TILE, MASTIC AND SHEET FLOORING FROM 2ND FLOOR PHARMACY AREA",5160,t,2019-03-21,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4362085,-79.9856207
PAA190157,STEPHEN FOSTER MEMORIAL BUILDING - 4301 FORBES AVE,,PITTSBURGH,15213,450,4479,905,"REMOVE FLOOR TILE, MASTIC & CEILING PLASTER FROM BASMENT/THEATRE AREA",614,t,2019-03-18,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4379259,-79.9556424
PAA190158,BRIGHTON HEIGHTS SENIOR CARE CENTER,3515  MCCLURE AVE,PITTSBURGH,15212,1550,1931,931,REMOVE FLOOR TILE & MASTIC THROUGHOUT 1ST & 2ND FLOORS; PIPE INSULATION ON 2ND FLOOR & EXTERIOR WINDOW CAULKING,9550,t,2019-03-21,2020-03-21,2,f,f,2020-03-21,RENOVATION,40.4791494,-80.0358962
PAA190163,OFFICE BUILDING,209  9TH ST,PITTSBURGH,15222,1850,1428,901,VARIOUS MATERIALS IN VARIOUS LOCATIONS - SEE ATTACHED,25494,f,2019-03-25,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.443487,-79.997933
PAA190164,UNITED STATES POST OFFICE - WEXFORD,10675  PERRY HWY,BRADFORD WOODS,15090,450,11583,902,REMOVE FLOOR TILE & MASTIC FROM FULL/SELF SERVICE RENOVATION AREA,685,t,2019-03-26,2020-03-26,2,t,t,2019-06-30,RENOVATION,40.613743,-80.0560245
PAA190167,PITTSBURGH CAREER INSTITUTE,421  7TH AVE,PITTSBURGH,15219,1850,1434,901,REMOVE FLOOR TILE AND AMSTIC ON FLOORS 1 THRU 5 AND CEILING GLUE DOTS ON FLOORS 4 THRU 6,58135,t,2019-03-27,2020-03-27,2,f,f,2020-03-27,RENOVATION,40.4427382,-79.9958878
PAA190181,WQED TOWER SITE,3801  UNIVERSITY C DR,PITTSBURGH,15213,200,4485,905,REMOVE VAT FROM FIRST FLOOR,270,t,2019-04-02,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4453142,-79.9616719
PAA190184,BETTIS ATOMIC POWER LABORATORY - AT BUILDING,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1850,2023284,940,"REMOVE FLOOR TILE THROUGHOUT 1ST/2ND FL & STAIRWELLS; EXT CAULKING, INT/EXT GLAZING & EXT LINTEL CAULKING FROM 1ST/2ND FL WINDOWS; RESIDUAL CAULKING FROM EXT NORTH/WEST/SOUTH WALLS; PIPE FITTING INS FROM W. STAIRWELL/EXTENSION; & WEST CANOPY ROOF CAULKING",37446,t,2019-04-11,2020-04-10,2,f,f,2020-04-10,RENOVATION,40.3560891,-79.8997901
PAA190188,ARBOR VILLAGE,200 JHF DR,PITTSBURGH,15217,1550,21907,941,REMOVE FLOOR TILE & MASTIC FROM 4TH FLOOR ARBOR UNIT MULTIPLE AREASE,12540,f,2019-04-09,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4137475,-79.9198823
PAA190190,MIDTOWN TOWER,643  LIBERTY AVE,PITTSBURGH,15222,1250,17173,931,REMOVE PIPE INSULATION FROM FLOORS 2 THRU 16 AT COLUMNS B2 & B6,2198,f,2019-04-10,2020-04-10,2,t,f,2020-04-10,RENOVATION,40.4426381,-80.0001691
PAA190194,PITTSBURGH MINADEO PRE K-5,6502 LILAC ST,PITTSBURGH,15217,850,7514,921,MULTIPLE MATERIALS IN MULTIPLE AREAS - SEE ATTACHED,1041,t,2019-04-16,2020-04-15,2,f,f,2020-04-15,RENOVATION,40.4238559,-79.925479
PAA190195,WOODLAND HILLS HIGH SCHOOL - 2550 GREENSBURG PIKE,,PITTSBURGH,15218,450,47530,903,REMOVE PIPE FITTING INSULATION FROM 1ST2ND FLOOR LOCKER ROOMS AND 2ND FLOOR STORAGE ROOMS; CEILING PLASTER FROM SWIMMING POOL MECHANICAL ROOM; AND FLOOR TILE & MASTIC FROM 2ND FLOOR SMALL RESTROOM AND SMALL OFFICE,529,t,2019-04-16,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.421945,-79.8884819
PAA190199,UOP CATHEDRAL OF LEARNING - 4200 FIFTH AVENUE,,PITTSBURGH,15260,1550,4490,905,REMOVE FLOOR TILE AND CEILING PLASTER FROM GROUND FLOOR; FLOOR TILE AND MASTIC FROM ROOM B08; AND PIPE INSULATION FROM BASEMENT AND GROUND FLOOR,8454,t,2019-04-18,2020-04-01,2,t,f,2020-04-01,RENOVATION,40.4424402,-79.9531948
PAA190200,STEPHEN FOSTER MEMORIAL BUILDING - 4301 FORBES AVENUE,,PITTSBURGH,15213,450,4489,905,"REMOVE CEILING PLASTER, PIPING & DUCTWORK FROM GROUND FLOOR",866,t,2019-04-17,2020-04-01,2,t,f,2020-04-01,RENOVATION,40.4379259,-79.9556424
PAA190203,VACANT RESIDENCE,4012  LIBERTY AVE,PITTSBURGH,15224,850,1045,921,"REMOVE BROWN FLOORING FROM FIRST FLOOR, MIDDLE AREA & PILE OF ROOFING DEBRI FROM WEST SIDE OF HOUSE",1830,f,2019-04-11,2020-04-10,2,f,f,2020-04-10,RENOVATION,40.4625828,-79.9565931
PAA190204,VACANT RESIDENCE,4014  LIBERTY AVE,PITTSBURGH,15224,850,1045,921,"REMOVE ROOF TAR PAPER, WINDOW CAULKING, PLASTER ON GROUND OF THE NORTH EAST SIDE OF HOUSE & PLASTER DEBRI ON PORCH",1360,f,2019-04-11,2020-04-11,2,t,f,2020-04-11,RENOVATION,40.4627365,-79.9565494
PAA190205,MAGEE WOMENS HOSPITAL?,300 HALKET ST,PITTSBURGH,15213,200,5571,940,"REMOVE CC FLOOR TILE AND FLOOR MASTIC FROM 2800 WING - ROOM 2825, NURSE'S STATION & LAB",1340,t,2019-04-16,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4368286,-79.960688
PAA190206,MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,200,5570,940,REMOVE FLOOR TILE AND MASTIC ON 2ND FLOOR IN THE PHARMACY AND RECEIVING AREA,540,t,2019-04-16,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4362085,-79.9856207
PAA190209,PITTSBURGH LANGLEY SCHOOL,2940 SHERADEN BLVD,PITTSBURGH,15204,450,7517,921,"REMOVE FLOOR TILE & MASTIC FROM UNDER CARPET IN ROOMS 106, 106A, 106B, 106C, & 106D",900,t,2019-04-12,2020-04-11,2,t,f,2020-04-11,RENOVATION,40.4542647,-80.055305
PAA190218,ST. MARGARET HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,450,5569,940,REMOVE CC FLOOR TILE AND MASTIC FROM 3RD FLOOR SUITE 307,640,t,2019-04-29,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4891376,-79.8961109
PAA190220,RESIDENTIAL,111  HILLCREST DR,PITTSBURGH,15237,0,0,902,REMOVE VERMICULITE FROM ATTIC,989,t,2019-10-21,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.5341269,-80.0232536
PAA190230,SOUTHSIDE MARKET HOUSE - 202 BEDFORD SQUARE,,PITTSBURGH,15203,850,17273,931,"REMOVE FLOOR TILE FROM ELECTRICAL ROOM 119, CLASSROOM 121, STORAGE ROOM 123, & MECHANICAL ROOM 129",1365,t,2019-04-29,2020-04-29,2,t,f,2020-04-29,RENOVATION,40.4293034,-79.9724245
PAA190231,SAINT COLUMBKILLE PARISH,103 CHURCH RD,FINDLAY,15126,1850,17274,931,"FLOOR TILE & MASTIC 2ND FLOOR CLASSROOMS, HALLWAYS, OFFICES, BATHROOMS, AND SLATE ENTRANCE",10500,t,2019-05-28,2020-05-28,2,t,f,2020-05-28,RENOVATION,40.4479816,-80.244028
PAA190233,UOP CATHEDRAL OF LEARNING - 4200 FIFTH AVENUE,,PITTSBURGH,15260,850,4493,905,PIPE INSULATION IN 2ND & 3RD FLOOR MEN'S RESTROOMS & 1ST FLOOR OFFICES MEN'S RESTROOM-CHASE,1304,t,2019-04-26,2020-04-01,2,t,f,2020-04-01,RENOVATION,40.4424402,-79.9531948
PAA190237,MICKINLEY REC GYMNASIUM,900 DELMONT AVE,PITTSBURGH,15210,1250,17342,931,REMOVE FLOOR TILE & MASTIC FROM GYMNASIUM FLOOR,3200,t,2019-05-01,2020-05-01,2,t,f,2020-05-01,RENOVATION,40.4142509,-80.0038436
PAA190239,MAGEE WOMENS HOSPITAL?,300 HALKET ST,PITTSBURGH,15213,200,5638,940,REMOVE CC FLOOR TILE AND FLOOR MASTIC FROM ROOM 2826 ON THE 2800 WING,200,t,2019-04-23,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4368286,-79.960688
PAA190244,OHRINGER BUILDING,640  BRADDOCK AVE,BRADDOCK,15104,1250,218,910,"REMOVE MULTI-COLORED FLOOR TILE FROM ENTRY AREA & 1ST FL STAIRWELL, TILE FLOOR MASTIC BRICK 1ST FL HALL & 4TH FL AREA, BROWN MASTIC FROM 2ND FL EAST OFFICE, INT GLASS BLOCK, 12 X 12 TILE FROM UNDER CARPET IN 2ND FL ENTRY AREA & RM 204, & 8TH FL TAR ROOF",4152,f,2019-05-10,2020-05-05,2,f,f,2020-05-05,RENOVATION,40.4023158,-79.8676745
PAA190245,BROTTIER HALL,700  FORBES AVE,PITTSBURGH,15219,1850,4496,905,"REMOVE VAT IN ALL KITCHENS, FIREPROOFING & CAULKING FROM ALL WINDOWS & SINK UNDERCOATING FROM ALL KITCHENS",28150,t,2019-05-01,2020-04-30,2,t,f,2020-04-30,RENOVATION,40.4373718,-79.9930918
PAA190250,WOODLAND HILLS HIGH SCHOOL,2550 GREENSBURG PIKE,PITTSBURGH,15221,800,47563,903,REMOVE PIPE FITTING INSULATION FROM 1ST/2ND FL LOCKER ROOMS & 2ND FLOOR STORAGE ROOMS; SWIMMING POOL MECHANICAL ROOM CEILING PLASTER; FLOOR TILE & MASTIC FROM 2ND FLOOR SMALL RESTROOM AND OFFICE; & TAR COARING FROM 1SAT/2ND FLOOR LOCKER ROOMS,2229,t,2019-05-01,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4372471,-79.8564576
PAA190252,ALLDERDICE HIGH SCHOOL,2409 SHADY AVE,PITTSBURGH,15217,850,7520,921,REMOVE STAIR TREAD AND LANDING MATERIAL FORM STARIWELLS 17 & 18,1345,t,2019-06-14,2020-06-14,2,t,f,2020-06-14,RENOVATION,40.4295499,-79.9191642
PAA190253,MILLER PRE K-5 PPS SCHOOL,2055 BEDFORD AVE,PITTSBURGH,15219,450,7523,921,REMOVE STAIR TREAD AND FILLER CONCRETE MATERIAL FROM STAIRWELLS A&B,500,t,2019-06-14,2020-06-13,2,t,f,2020-06-13,RENOVATION,40.4472831,-79.9807501
PAA190254,COMMERCIAL OFFICE/WAREHOUSE,7301  PENN AVE,PITTSBURGH,15208,1850,7526,921,SEE ATTACHED,15425,f,2019-05-13,2020-05-13,2,f,f,2020-05-13,RENOVATION,40.4488894,-79.899154
PAA190259,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15222,200,4498,905,"REMOVE VAT, PIPE & FITTINGS, CEILING PLASTER & MAST ON ALL FLOORS",257985,t,2019-04-25,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4475255,-79.9933976
PAA190260,ST. MARGARET HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,200,5689,940,"REMOVE CC FLOOR TILE AND FLOOR MASTIC IN ROOMS 303, 309, 308, 310 & CLOSET",1040,t,2019-05-02,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4891376,-79.8961109
PAA190261,UOP HILLMAN LIBRARY (PAHSE 2) - 3960 FORBES AVENUE,,PITTSBURGH,15260,1850,5648,940,"REMOVE FIREPROOFING, PIPE INSULATION, FLOOR TILE & MASTIC FROM 3RD FLOOR",100100,f,2019-05-20,2020-05-19,2,t,f,2020-05-19,RENOVATION,40.4424402,-79.9531948
PAA190272,UOP VICTORIA HALL - 3500 VICTORIA STREET,,PITTSBURGH,15261,850,4505,905,"REMOVE FLOOR TILE AND MASTIC IN ROOMS 412, 413A, 411A & 412",1220,t,2019-05-15,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.441018,-79.9603627
PAA190274,AHN FORBES HOSPITAL ROOM 6036,2570 HAYMAKER RD,MONROEVILLE,15146,450,407434,929,REMOVE FLOORING,300,t,2019-05-21,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.428583,-79.7479881
PAA190279,MCKEESPORT HOSPITAL (ELECTRICAL VAULT ROOF),1500 5TH AVE,MCKEESPORT,15132,200,5690,940,REMOVE ROOF FLASHING,200,t,2019-05-21,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.3510349,-79.8490186
PAA190285,PITTSBURGH CAREER INSTITUTE,421  7TH AVE,PITTSBURGH,15219,200,1489,901,REMOVE FLOOR TILE/MASTIC FROM 6TH FLOOR & CEILING GLUE DOTS FROM FLOORS 5 & 6,920,t,2019-05-20,2020-03-27,2,t,f,2020-03-27,RENOVATION,40.4427382,-79.9958878
PAA190300,LAROCHE COLLEGE - PALUMBO SCIENCE CENTER,9000  BABCOCK BLVD,PITTSBURGH,15237,1550,4508,905,"REMOVE FLOOR TILE & MASTIC IN SECOND FLOOR ROOMS AND HALLWAY &  STAIRWELL LANDINGS, LABTOPS & MASTIS IN LAB CLASSROOMS, FIREDOORS ON SECOND FLOOR AND ADHESIVE FROM SECOND FLOOR CHALKBOARDS",9805,t,2019-05-28,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.5683978,-80.0143279
PAA190302,APARTMENT BUILDING - 874 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE & MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190303,APARTMENT COMPLEX - 821 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1264,f,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190304,APARTMENT COMPLEX - 754 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,3029-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190305,APARTMENT COMPLEX - 736 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190306,APARTMENT COMPLEX - 701 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1264,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190307,APARTMENT COMPLEX - 420 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,f,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190308,APARTMENT COMPLEX - 406 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.440368,-79.9836108
PAA190309,APARTMENT COMPLEX,346  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.4758815,-80.0000025
PAA190310,APARTMENT COMLEX,322  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.4757537,-80.0003788
PAA190311,APARTMENT COMPLEX,181  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,f,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.4746452,-80.0027778
PAA190312,APARTMENT COMPLEX,161  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-31,2,f,f,2020-05-31,P,40.474453,-80.0029362
PAA190313,APARTMENT COMPLEX,1439  CHICAGO ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,2019-05-31,2020-05-30,2,t,f,2020-05-30,RENOVATION,40.4792993,-80.0001503
PAA190314,APARTMENT COMPLEX - 125 -127 PENFORT ST,125  PENFORT ST,PITTSBURGH,15214,1250,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BOTH BUILDINGS,2074,t,2019-05-31,2020-05-30,2,t,f,2020-05-30,RENOVATION,40.4739676,-80.0032726
PAA190315,APARTMENT COMPLEX,332  MT PLEASANT RD,PITTSBURGH,15214,1250,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BOTH BUILDINGS,2528,t,2019-05-31,2020-05-30,2,t,f,2020-05-30,RENOVATION,40.4812575,-80.0029753
PAA190319,UPMC MCKEESPORT? HOSPITAL,1500 5TH AVE,MCKEESPORT,15132,450,5409,908,REOMVE LEVEL A CAFETERIA PIPE INSULATION,801,t,2019-05-30,2019-12-31,2,f,t,2019-07-03,RENOVATION,40.3510349,-79.8490186
PAA190320,VACANT APARTMENTS,52  GARETTA ST,PITTSBURGH,15217,1850,17524,931,REMOVE PIPE FITTINGS THROUGHOUT 84 APARTMENTS  AND SPRAY-ON FIREPROOFING ON STRUCTURAL STEEL IN 84 APARTMENTS,28680,t,2019-05-30,2020-05-30,2,f,f,2020-05-30,RENOVATION,40.4136926,-79.92169
PAA190324,INDUSTRIAL WAREHOUSE,201 N BRADDOCK AVE,PITTSBURGH,15208,1250,7628,921,REMOVE MASTIC FROM 2ND FLOOR,3000,t,2019-05-28,2020-05-28,2,f,f,2020-05-28,RENOVATION,40.4484279,-79.8948453
PAA190325,(FORMER) BALLY'S FITNESS CENTER,119  6TH ST,PITTSBURGH,15222,1850,17528,931,REMOVE FLOOR TILE & MASTIC FROM 1ST & 2ND FLOORS,21648,f,2019-05-31,2020-05-31,2,t,f,2020-05-31,RENOVATION,40.4435689,-80.001844
PAA190350,UNIVERSITY OF PITTSBURGH,5000  BAUM BLVD,PITTSBURGH,15213,200,1510,901,REMOVE FIBERBOARD AND BLACK ROPE GASKET FROM BOILER DOORS IN BOILER ROOM,250,t,2019-06-04,2019-12-25,2,t,f,2019-12-25,RENOVATION,40.4550425,-79.944171
PAA190353,UOP VICTORIA HALL,3500  VICTORIA ST,PITTSBURGH,15213,200,4512,905,REMOVE FLOOR TILE AND MASTIC IN ROOM 211,289,t,2019-06-13,2019-12-13,2,t,f,2019-12-13,RENOVATION,40.4418216,-79.9602943
PAA190367,CMU MOREWOOD GARDENS,1060 MOREWOOD AVE,PITTSBURGH,15213,200,1511,901,"REMOVE FLOOR TILE & MASTIC FROM FLOORS 2, 3, 4, 5, & 6",2500,t,2019-06-10,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4454444,-79.9432431
PAA190377,VACANT BUSINESS,7336  SALTSBURG RD,PITTSBURGH,15235,850,17684,931,REMOVE FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1000,f,2019-06-19,2020-06-19,2,t,f,2020-06-19,RENOVATION,40.4772215,-79.7864649
